index,id,lat,lon
273,U3RvcDoxOmRlOjExMDAwOjkwMDA0OTIwMToxOjUx,52.430876,13.258140
274,U3RvcDoxOmRlOjExMDAwOjkwMDA0OTIwMjoxOjUw,52.436375,13.273898
275,U3RvcDoxOmRlOjExMDAwOjkwMDA0OTIwMjoxOjUx,52.436317,13.273950
276,U3RvcDoxOmRlOjExMDAwOjkwMDA1MDIwMTo6MQ,52.443589,13.241477
277,U3RvcDoxOmRlOjExMDAwOjkwMDA1MDI4Mjo6MQ,52.449928,13.253036
278,U3RvcDoxOmRlOjExMDAwOjkwMDA1MDI4Mjo6Mg,52.449820,13.253110
279,U3RvcDoxOmRlOjExMDAwOjkwMDA1MDMwMToxOjUw,52.436783,13.233258
280,U3RvcDoxOmRlOjExMDAwOjkwMDA1MDMwMToxOjUx,52.436719,13.233192
281,U3RvcDoxOmRlOjExMDAwOjkwMDA1MDM1NToxOjUw,52.440146,13.215488
282,U3RvcDoxOmRlOjExMDAwOjkwMDA1MDM1NToxOjUx,52.440069,13.215529
283,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTIwMTo6MQ,52.451041,13.281602
284,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTIwMTo6Mg,52.450960,13.281692
285,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTIwMjo6MQ,52.467012,13.308733
286,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTIwMjo6Mg,52.466946,13.308834
287,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTMwMTo6MQ,52.450412,13.268979
288,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTMwMTo6Mg,52.450312,13.268954
289,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTMwMjo6MQ,52.464067,13.295480
290,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTMwMjo6Mg,52.463981,13.295567
291,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTMwMzo6MQ,52.457164,13.289407
292,U3RvcDoxOmRlOjExMDAwOjkwMDA1MTMwMzo6Mg,52.457115,13.289535
293,U3RvcDoxOmRlOjExMDAwOjkwMDA1MjIwMToxOjUw,52.431802,13.194064
294,U3RvcDoxOmRlOjExMDAwOjkwMDA1MjIwMToxOjUx,52.431741,13.194195
295,U3RvcDoxOmRlOjExMDAwOjkwMDA1MjIwMToyOjUy,52.432185,13.193136
296,U3RvcDoxOmRlOjExMDAwOjkwMDA1MjIwMToyOjUz,52.432172,13.193273
297,U3RvcDoxOmRlOjExMDAwOjkwMDA1MzMwMToxOjUw,52.421667,13.179986
298,U3RvcDoxOmRlOjExMDAwOjkwMDA1MzMwMToxOjUx,52.421604,13.180082
299,U3RvcDoxOmRlOjExMDAwOjkwMDA1MzMwMToyOjUy,52.421546,13.180177
300,U3RvcDoxOmRlOjExMDAwOjkwMDA1MzMwMToyOjUz,52.421479,13.180296
301,U3RvcDoxOmRlOjExMDAwOjkwMDA1MzMwMTozOjU0,52.421402,13.180358
302,U3RvcDoxOmRlOjExMDAwOjkwMDA1MzMwMTozOjU1,52.421347,13.180446
303,U3RvcDoxOmRlOjExMDAwOjkwMDA1MzMwMTozOjU2,52.421730,13.181534
304,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwMTo6MQ,52.483032,13.341946
305,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwMTo6Mg,52.483055,13.342094
306,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwMjo6MQ,52.490297,13.360266
307,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwMjo6Mg,52.490431,13.360284
308,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwMzo6MQ,52.489521,13.350362
309,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwMzo6Mg,52.489620,13.350333
310,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwNDoxOjUw,52.479248,13.351921
311,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwNDoxOjUx,52.479308,13.351781
312,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwNDoyOjUy,52.479325,13.351584
313,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwNDoyOjUz,52.479240,13.351632
314,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwNToxOjUw,52.478176,13.341468
315,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwNToxOjUx,52.478047,13.341463
316,U3RvcDoxOmRlOjExMDAwOjkwMDA1NDEwNTo6MQ,52.479262,13.343623
317,U3RvcDoxOmRlOjExMDAwOjkwMDA1NTEwMTo6MQ,52.496288,13.343380
318,U3RvcDoxOmRlOjExMDAwOjkwMDA1NTEwMTo6Mg,52.496208,13.343461
319,U3RvcDoxOmRlOjExMDAwOjkwMDA1NTEwMjo6MQ,52.489145,13.340214
320,U3RvcDoxOmRlOjExMDAwOjkwMDA1NTEwMjo6Mg,52.489135,13.340387
321,U3RvcDoxOmRlOjExMDAwOjkwMDA1NTEwMjo6Mw,52.488621,13.341516
322,U3RvcDoxOmRlOjExMDAwOjkwMDA1NTEwMjo6NA,52.488738,13.341488
323,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMTo6MQ,52.501927,13.343056
324,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMTo6Mg,52.501792,13.342967
325,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMTo6Mw,52.501850,13.343003
326,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMTo6NA,52.501711,13.342926
327,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMTo6NQ,52.501606,13.342871
328,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMjo6MQ,52.499966,13.354616
329,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMjo6Mg,52.499938,13.354544
330,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMjo6Mw,52.499388,13.354560
331,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMjo6NA,52.499369,13.354548
332,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMjo6NQ,52.499849,13.354710
333,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwMjo6Ng,52.499837,13.354616
334,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwNDo6MQ,52.497620,13.363170
335,U3RvcDoxOmRlOjExMDAwOjkwMDA1NjEwNDo6Mg,52.497575,13.363156
336,U3RvcDoxOmRlOjExMDAwOjkwMDA1NzEwMjoxOjUw,52.492301,13.367777
337,U3RvcDoxOmRlOjExMDAwOjkwMDA1NzEwMjoxOjUx,52.492245,13.367968
338,U3RvcDoxOmRlOjExMDAwOjkwMDA1NzEwMzo6MQ,52.492922,13.370841
339,U3RvcDoxOmRlOjExMDAwOjkwMDA1NzEwMzo6Mg,52.493057,13.370822
340,U3RvcDoxOmRlOjExMDAwOjkwMDA1NzEwNDoxOjUw,52.486411,13.361128
341,U3RvcDoxOmRlOjExMDAwOjkwMDA1NzEwNDoyOjUx,52.486450,13.361028
342,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMToxOjUw,52.476190,13.365085
343,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMToxOjUx,52.476146,13.365282
344,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMToyOjUy,52.475924,13.365291
345,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMToyOjUz,52.475888,13.365455
346,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMTozOjU0,52.475686,13.365454
347,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMTozOjU1,52.475650,13.365612
348,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMTo0OjU2,52.475435,13.365603
349,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMTo0OjU3,52.475405,13.365754
350,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMTo1OjU4,52.475881,13.365602
351,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMTo1OjU5,52.475662,13.365184
352,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMjoxOjUw,52.459921,13.356187
353,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMjoxOjUy,52.459934,13.356075
354,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMjoyOjUx,52.459905,13.356324
355,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMjoyOjUz,52.459892,13.356434
356,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMzoxOjUw,52.491339,13.372006
357,U3RvcDoxOmRlOjExMDAwOjkwMDA1ODEwMzoxOjUx,52.491334,13.372158
358,U3RvcDoxOmRlOjExMDAwOjkwMDA2MDEwMToxOjUw,52.470498,13.341152
359,U3RvcDoxOmRlOjExMDAwOjkwMDA2MDEwMToxOjUx,52.470453,13.341258
360,U3RvcDoxOmRlOjExMDAwOjkwMDA2MTEwMTo6MQ,52.466103,13.328178
361,U3RvcDoxOmRlOjExMDAwOjkwMDA2MTEwMTo6Mg,52.466100,13.328345
362,U3RvcDoxOmRlOjExMDAwOjkwMDA2MTEwMjo6MQ,52.472131,13.328639
363,U3RvcDoxOmRlOjExMDAwOjkwMDA2MTEwMjo6Mg,52.472114,13.328848
364,U3RvcDoxOmRlOjExMDAwOjkwMDA2MjIwMjoxOjUw,52.455450,13.322332
365,U3RvcDoxOmRlOjExMDAwOjkwMDA2MjIwMjoxOjUx,52.455394,13.322476
366,U3RvcDoxOmRlOjExMDAwOjkwMDA2MjIwMjo6MQ,52.456165,13.320476
367,U3RvcDoxOmRlOjExMDAwOjkwMDA2MjIwMjo6Mg,52.456131,13.320682
368,U3RvcDoxOmRlOjExMDAwOjkwMDA2MjIwMzo6MQ,52.460629,13.324477
369,U3RvcDoxOmRlOjExMDAwOjkwMDA2MjIwMzo6Mg,52.460605,13.324455
370,U3RvcDoxOmRlOjExMDAwOjkwMDA2MzEwMToxOjUw,52.463431,13.332339
371,U3RvcDoxOmRlOjExMDAwOjkwMDA2MzEwMToxOjUx,52.463397,13.332414
372,U3RvcDoxOmRlOjExMDAwOjkwMDA2MzQ1MjoxOjUw,52.448211,13.353647
373,U3RvcDoxOmRlOjExMDAwOjkwMDA2MzQ1MjoxOjUx,52.448180,13.353755
374,U3RvcDoxOmRlOjExMDAwOjkwMDA2NDIwMToxOjUw,52.410250,13.308587
375,U3RvcDoxOmRlOjExMDAwOjkwMDA2NDIwMToxOjUx,52.410219,13.308767
376,U3RvcDoxOmRlOjExMDAwOjkwMDA2NDI1NjoxOjUw,52.418911,13.314214
377,U3RvcDoxOmRlOjExMDAwOjkwMDA2NDI1NjoxOjUx,52.418882,13.314304
378,U3RvcDoxOmRlOjExMDAwOjkwMDA2NDMwMToxOjUw,52.429599,13.328701
379,U3RvcDoxOmRlOjExMDAwOjkwMDA2NDMwMToyOjUx,52.429576,13.328766
380,U3RvcDoxOmRlOjExMDAwOjkwMDA2NDMwMTozOjUy,52.430002,13.328130
381,U3RvcDoxOmRlOjExMDAwOjkwMDA2NDMwMTozOjUz,52.429919,13.328299
382,U3RvcDoxOmRlOjExMDAwOjkwMDA2NjEwMToxOjUw,52.443216,13.293109
383,U3RvcDoxOmRlOjExMDAwOjkwMDA2NjEwMToxOjUx,52.443101,13.293216
384,U3RvcDoxOmRlOjExMDAwOjkwMDA2NjEwMjoxOjUw,52.448005,13.307177
385,U3RvcDoxOmRlOjExMDAwOjkwMDA2NjEwMjoxOjUx,52.447960,13.307229
386,U3RvcDoxOmRlOjExMDAwOjkwMDA2NzIyMToxOjUw,52.438757,13.342041
387,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODEwMTo6MQ,52.478191,13.386172
388,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODEwMTo6Mg,52.478191,13.386375
389,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODIwMToxOjUw,52.471027,13.384476
390,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODIwMToxOjUx,52.470922,13.384416
391,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODIwMTo6MQ,52.469814,13.385515
392,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODIwMTo6Mg,52.469819,13.385692
393,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODIwMjo6MQ,52.465382,13.385580
394,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODIwMjo6Mg,52.465382,13.385719
395,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODMwMToxOjUw,52.447898,13.360727
396,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODMwMToxOjUx,52.447931,13.360892
397,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODMwMjo6MQ,52.459982,13.384567
398,U3RvcDoxOmRlOjExMDAwOjkwMDA2ODMwMjo6Mg,52.459971,13.384701
399,U3RvcDoxOmRlOjExMDAwOjkwMDA2OTI3MTo6MQ,52.453741,13.384397
400,U3RvcDoxOmRlOjExMDAwOjkwMDA2OTI3MTo6Mg,52.453757,13.384546
401,U3RvcDoxOmRlOjExMDAwOjkwMDA3MDEwMTo6MQ,52.446268,13.385619
402,U3RvcDoxOmRlOjExMDAwOjkwMDA3MDEwMTo6Mg,52.446275,13.385757
403,U3RvcDoxOmRlOjExMDAwOjkwMDA3MDMwMTo6MQ,52.439865,13.387371
404,U3RvcDoxOmRlOjExMDAwOjkwMDA3MDMwMTo6Mg,52.439884,13.387543
405,U3RvcDoxOmRlOjExMDAwOjkwMDA3MjEwMToxOjUw,52.410239,13.382877
406,U3RvcDoxOmRlOjExMDAwOjkwMDA3MjEwMToyOjUx,52.410252,13.382984
407,U3RvcDoxOmRlOjExMDAwOjkwMDA3MzEwMToxOjUw,52.424278,13.374587
408,U3RvcDoxOmRlOjExMDAwOjkwMDA3MzEwMToxOjUx,52.424296,13.374679
409,U3RvcDoxOmRlOjExMDAwOjkwMDA3NDIwMToxOjUw,52.387069,13.396301
410,U3RvcDoxOmRlOjExMDAwOjkwMDA3NDIwMjoxOjUw,52.399129,13.388959
411,U3RvcDoxOmRlOjExMDAwOjkwMDA3NDIwMjoyOjUx,52.399155,13.389089
412,U3RvcDoxOmRlOjExMDAwOjkwMDA3NzEwNjoxOjUw,52.472990,13.455632
413,U3RvcDoxOmRlOjExMDAwOjkwMDA3NzEwNjoxOjUx,52.472954,13.455771
414,U3RvcDoxOmRlOjExMDAwOjkwMDA3NzE1NToxOjUw,52.469676,13.468060
415,U3RvcDoxOmRlOjExMDAwOjkwMDA3NzE1NToxOjUx,52.469600,13.468084
416,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODEwMTo6MQ,52.486364,13.424162
417,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODEwMTo6Mg,52.486446,13.424239
418,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODEwMTo6Mw,52.486466,13.424303
419,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODEwMTo6NA,52.486413,13.424599
420,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODEwMjo6MQ,52.481765,13.433958
421,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODEwMjo6Mg,52.481805,13.434038
422,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODEwMzo6MQ,52.476514,13.439167
423,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODEwMzo6Mg,52.476530,13.439269
424,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODIwMToxOjUw,52.469492,13.443156
425,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODIwMToxOjUx,52.469373,13.443216
426,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODIwMTo6MQ,52.468614,13.441670
427,U3RvcDoxOmRlOjExMDAwOjkwMDA3ODIwMTo6Mg,52.468637,13.441938
428,U3RvcDoxOmRlOjExMDAwOjkwMDA3OTIwMTo6MQ,52.473426,13.428058
429,U3RvcDoxOmRlOjExMDAwOjkwMDA3OTIwMTo6Mg,52.473448,13.428184
430,U3RvcDoxOmRlOjExMDAwOjkwMDA3OTIwMjo6MQ,52.480162,13.425207
431,U3RvcDoxOmRlOjExMDAwOjkwMDA3OTIwMjo6Mg,52.480178,13.425341
432,U3RvcDoxOmRlOjExMDAwOjkwMDA3OTIyMToxOjUw,52.467690,13.431204
433,U3RvcDoxOmRlOjExMDAwOjkwMDA3OTIyMToxOjUx,52.467578,13.431255
434,U3RvcDoxOmRlOjExMDAwOjkwMDA3OTIyMTo6MQ,52.467622,13.431164
435,U3RvcDoxOmRlOjExMDAwOjkwMDA3OTIyMTo6Mg,52.467647,13.431289
436,U3RvcDoxOmRlOjExMDAwOjkwMDA4MDIwMTo6MQ,52.452075,13.449140
437,U3RvcDoxOmRlOjExMDAwOjkwMDA4MDIwMTo6Mg,52.452086,13.449251
438,U3RvcDoxOmRlOjExMDAwOjkwMDA4MDIwMjo6MQ,52.462871,13.444733
439,U3RvcDoxOmRlOjExMDAwOjkwMDA4MDIwMjo6Mg,52.462894,13.444839
440,U3RvcDoxOmRlOjExMDAwOjkwMDA4MDQwMTo6MQ,52.444778,13.449536
441,U3RvcDoxOmRlOjExMDAwOjkwMDA4MDQwMTo6Mg,52.444758,13.449646
442,U3RvcDoxOmRlOjExMDAwOjkwMDA4MDQwMjo6MQ,52.437777,13.448097
443,U3RvcDoxOmRlOjExMDAwOjkwMDA4MDQwMjo6Mg,52.437805,13.448281
444,U3RvcDoxOmRlOjExMDAwOjkwMDA4MjIwMTo6MQ,52.424611,13.462666
445,U3RvcDoxOmRlOjExMDAwOjkwMDA4MjIwMTo6Mg,52.424671,13.462725
446,U3RvcDoxOmRlOjExMDAwOjkwMDA4MjIwMjo6MQ,52.429280,13.453239
447,U3RvcDoxOmRlOjExMDAwOjkwMDA4MjIwMjo6Mg,52.429378,13.453482
448,U3RvcDoxOmRlOjExMDAwOjkwMDA4MzEwMTo6MQ,52.423252,13.483727
449,U3RvcDoxOmRlOjExMDAwOjkwMDA4MzEwMTo6Mg,52.423333,13.483774
450,U3RvcDoxOmRlOjExMDAwOjkwMDA4MzEwMjo6MQ,52.423277,13.474655
451,U3RvcDoxOmRlOjExMDAwOjkwMDA4MzEwMjo6Mg,52.423383,13.474655
452,U3RvcDoxOmRlOjExMDAwOjkwMDA4MzIwMTo6MQ,52.416279,13.495085
453,U3RvcDoxOmRlOjExMDAwOjkwMDA4MzIwMTo6Mg,52.416332,13.495157
454,U3RvcDoxOmRlOjExMDAwOjkwMDA4NDEwMToxOjUw,52.581656,13.362192
455,U3RvcDoxOmRlOjExMDAwOjkwMDA4NDEwMToxOjUx,52.581723,13.362300
456,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTEwNDo6MQ,52.574106,13.349019
457,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTEwNDo6Mg,52.574198,13.349052
458,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTEwNToxOjUw,52.577776,13.351235
459,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTIwMToxOjUw,52.571473,13.381121
460,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTIwMToxOjUx,52.571407,13.381026
461,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTIwMjo6MQ,52.564603,13.363811
462,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTIwMjo6Mg,52.564629,13.363965
463,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTIwMzo6MQ,52.571106,13.360435
464,U3RvcDoxOmRlOjExMDAwOjkwMDA4NTIwMzo6Mg,52.571139,13.360599
465,U3RvcDoxOmRlOjExMDAwOjkwMDA4NjEwMjo6MQ,52.563206,13.327032
466,U3RvcDoxOmRlOjExMDAwOjkwMDA4NjEwMjo6Mg,52.563292,13.327087
467,U3RvcDoxOmRlOjExMDAwOjkwMDA4NjE2MDo6MQ,52.575354,13.339110
468,U3RvcDoxOmRlOjExMDAwOjkwMDA4NjE2MDo6Mg,52.575384,13.339115
469,U3RvcDoxOmRlOjExMDAwOjkwMDA4OTMwMzoxOjUw,52.588123,13.289879
470,U3RvcDoxOmRlOjExMDAwOjkwMDA4OTMwMzoxOjUx,52.588072,13.289675
471,U3RvcDoxOmRlOjExMDAwOjkwMDA5MTIwMzoxOjUw,52.624476,13.229361
472,U3RvcDoxOmRlOjExMDAwOjkwMDA5MTIwMzoxOjUx,52.624530,13.229471
473,U3RvcDoxOmRlOjExMDAwOjkwMDA5MTIwNToxOjUw,52.612931,13.246032
474,U3RvcDoxOmRlOjExMDAwOjkwMDA5MjIwMToxOjUw,52.632307,13.290440
475,U3RvcDoxOmRlOjExMDAwOjkwMDA5MjIwMToxOjUx,52.632260,13.290322
476,U3RvcDoxOmRlOjExMDAwOjkwMDA5MzIwMToxOjUw,52.617336,13.307756
477,U3RvcDoxOmRlOjExMDAwOjkwMDA5MzIwMToxOjUx,52.617287,13.307619
478,U3RvcDoxOmRlOjExMDAwOjkwMDA5NDEwMToxOjUw,52.606320,13.321223
479,U3RvcDoxOmRlOjExMDAwOjkwMDA5NDEwMToxOjUx,52.606257,13.321086
480,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjEwMToxOjUw,52.597097,13.334311
481,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjEwMToxOjUx,52.597008,13.334183
482,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjEwMTo6MQ,52.595694,13.334358
483,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjEwMTo6Mg,52.595540,13.334374
484,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjQwNToxOjUw,52.577688,13.317219
485,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjQxMDo6MQ,52.588381,13.325626
486,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjQxMDo6Mg,52.588417,13.325862
487,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjQ1ODoxOjUw,52.578017,13.328994
488,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjQ1ODo6MQ,52.578880,13.333294
489,U3RvcDoxOmRlOjExMDAwOjkwMDA5NjQ1ODo6Mg,52.578907,13.333493
490,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMToxOjUw,52.520125,13.386598
491,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMToyOjUy,52.520274,13.386683
492,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMToyOjUz,52.520362,13.386730
493,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMTozOjU0,52.520364,13.387160
494,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMTozOjU1,52.520458,13.387211
495,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMTo0OjU2,52.520479,13.386234
496,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMTo0OjU3,52.520424,13.386350
497,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMTo6MQ,52.520265,13.388196
498,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMTo6Mg,52.520269,13.388335
499,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMjoxOjUw,52.522663,13.402462
500,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMjoxOjUx,52.522726,13.402430
501,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzoxOjUw,52.521450,13.411009
502,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzoxOjUx,52.521510,13.411127
503,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzoyOjUy,52.521520,13.411226
504,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzoyOjUz,52.521589,13.411357
505,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzo6MQ,52.521633,13.414011
506,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzo6Mg,52.521754,13.414250
507,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzo6Mw,52.521488,13.413583
508,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzo6NA,52.521448,13.413646
509,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzo6NQ,52.520950,13.412565
510,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwMzo6Ng,52.521048,13.412764
511,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwNDoxOjUw,52.514193,13.419471
512,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwNDoxOjUx,52.514250,13.419526
513,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwNDo6MQ,52.515585,13.418139
514,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwNDo6Mg,52.515577,13.418239
515,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwNzoxOjUw,52.525287,13.392985
516,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwNzoxOjUx,52.525264,13.393093
517,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwODo6MQ,52.510120,13.415704
518,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwODo6Mg,52.510077,13.415832
519,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwOTo6MQ,52.531269,13.382101
520,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAwOTo6Mg,52.531322,13.382214
521,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxMDo6MQ,52.511816,13.385110
522,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxMDo6Mg,52.511723,13.385135
523,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxMTo6MQ,52.510236,13.389841
524,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxMTo6Mg,52.510246,13.389981
525,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxMjo6MQ,52.513393,13.395562
526,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxMjo6Mg,52.513311,13.395536
527,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxMzo6MQ,52.511348,13.403697
528,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxMzo6Mg,52.511264,13.403695
529,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxNDo6MQ,52.512387,13.410151
530,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxNDo6Mg,52.512309,13.410213
531,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxNTo6MQ,52.517186,13.412317
532,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxNTo6Mg,52.517208,13.412525
533,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxNjo6MQ,52.527701,13.410374
534,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxNjo6Mg,52.527725,13.410522
535,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxNzo6MQ,52.520931,13.420841
536,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxNzo6Mg,52.520847,13.420768
537,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxOTo6MQ,52.525545,13.387314
538,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAxOTo6Mg,52.525551,13.387428
539,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAyMDoxOjUw,52.509222,13.375728
540,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAyMDoxOjUx,52.509225,13.375853
541,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAyMDoyOjUy,52.509221,13.376023
542,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAyMDoyOjUz,52.509214,13.376148
543,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAyMDozOjU0,52.509605,13.376454
544,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAyMDozOjU1,52.509605,13.376579
545,U3RvcDoxOmRlOjExMDAwOjkwMDEwMDAyMDo0OjU2,52.509638,13.376708
